,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,month_sold,year_built,year_renovated,Geo_Clusters
294,550000.0,3,2.0,1970,4166,2.0,0.0,3.0,5,8,1270,700.0,2390,4166,7,2.0,12,4
296,265000.0,3,2.0,1320,8959,1.0,0.0,0.0,3,7,1320,0.0,1740,7316,8,9.0,12,3
297,446500.0,3,2.5,2650,7286,2.0,0.0,0.0,3,8,2650,0.0,2400,7220,3,8.0,12,1
298,404000.0,3,1.5,2030,8880,1.0,0.0,0.0,3,7,1330,700.0,2140,5592,6,6.0,12,4
299,267500.0,3,1.75,1590,11914,1.0,0.0,2.0,3,7,1090,500.0,1630,9052,5,5.0,12,5
301,335000.0,3,2.5,2440,7632,2.0,0.0,0.0,3,8,2440,0.0,2510,7903,8,9.0,12,5
302,576000.0,3,2.5,1940,9000,1.0,0.0,0.0,4,7,970,970.0,2190,7310,6,4.0,12,2
303,208633.0,3,2.5,2040,3810,2.0,0.0,0.0,3,8,2040,0.0,2370,4590,4,10.0,12,3
304,315000.0,3,2.25,2200,8750,1.0,0.0,0.0,4,7,1120,1080.0,1460,10139,1,6.0,12,4
305,725000.0,3,1.75,1920,3300,1.0,0.0,0.0,4,8,960,960.0,1740,4000,2,1.0,12,2
306,550000.0,4,2.75,1800,7750,1.0,0.0,0.0,4,8,1400,400.0,1800,8275,4,6.0,12,2
307,610750.0,4,2.25,2180,7297,2.0,0.0,0.0,3,8,2180,0.0,2250,9781,6,8.0,12,0
308,550700.0,2,1.0,1010,5000,1.5,0.0,0.0,4,6,1010,0.0,1460,5000,2,0.0,12,2
309,665000.0,4,2.75,3320,10574,2.0,0.0,0.0,5,8,2220,0.0,2720,8330,1,5.0,12,1
310,834000.0,4,2.5,2370,4000,1.5,0.0,2.0,5,8,1980,390.0,2440,5750,2,2.0,12,4
312,2380000.0,5,2.5,3650,9050,2.0,0.0,4.0,5,10,3370,280.0,2880,5400,5,2.0,12,2
315,305000.0,4,2.25,1950,7700,1.0,0.0,0.0,3,8,1350,600.0,2150,7350,11,7.0,12,1
316,487000.0,3,2.0,2590,14052,1.0,0.0,0.0,5,8,1720,870.0,1570,8162,4,4.0,12,2
318,548000.0,2,1.0,1470,3864,1.0,0.0,0.0,4,7,1170,300.0,1570,3864,7,1.0,12,2
319,268750.0,4,1.0,800,8775,1.0,0.0,0.0,3,6,800,0.0,1310,8775,11,4.0,12,4
320,819900.0,5,2.75,3150,7119,2.0,0.0,0.0,3,9,3150,0.0,1560,8384,5,11.0,12,0
322,230000.0,3,2.0,1450,11204,1.0,0.0,0.0,3,7,1450,0.0,1520,9518,7,10.0,12,5
323,240000.0,3,1.75,1510,10248,1.0,0.0,0.0,3,7,1510,0.0,1510,9753,2,6.0,12,5
324,232000.0,2,1.0,1240,12092,1.0,0.0,0.0,3,6,960,280.0,1820,7460,9,2.0,8,4
325,240500.0,2,1.0,1240,12092,1.0,0.0,0.0,3,6,960,280.0,1820,7460,3,2.0,8,4
327,740000.0,4,2.0,2050,4400,1.5,0.0,0.0,4,9,2050,0.0,2320,5500,9,2.0,12,2
328,186375.0,3,1.0,1000,7636,1.0,0.0,0.0,2,7,1000,0.0,1150,7600,4,5.0,12,4
329,790000.0,3,2.25,2370,10289,1.0,0.0,0.0,4,9,1590,780.0,2500,10004,7,7.0,12,1
330,880000.0,4,3.5,2800,6750,2.0,0.0,0.0,3,9,1890,910.0,2370,6120,9,5.0,10,2
332,295000.0,3,2.0,1810,10530,1.0,0.0,2.0,3,8,1810,0.0,1910,10450,7,9.0,12,3
333,640000.0,2,1.0,1070,5000,1.0,0.0,0.0,3,7,1070,0.0,1710,5000,4,2.0,12,2
334,940000.0,4,2.0,2490,9525,2.0,0.0,0.0,5,9,2490,0.0,2770,9525,7,6.0,12,1
335,260000.0,4,2.5,1960,5238,2.0,0.0,0.0,3,7,1960,0.0,1800,5894,10,10.0,12,3
336,559900.0,3,2.75,2930,5569,1.0,0.0,0.0,3,9,1860,1070.0,2580,11045,6,10.0,12,0
337,791500.0,4,2.0,1510,3500,1.5,0.0,0.0,5,7,1510,0.0,1820,3750,7,1.0,12,2
338,265000.0,3,1.75,1420,8250,1.0,0.0,0.0,3,7,1420,0.0,1740,8000,8,5.0,12,2
341,684000.0,4,3.5,3040,8414,2.0,0.0,0.0,3,9,2420,620.0,3470,8066,11,10.0,12,1
342,425000.0,3,1.75,2500,6840,1.0,0.0,0.0,3,8,1300,1200.0,1580,8691,9,5.0,12,2
344,552250.0,4,2.5,2580,5823,2.0,0.0,0.0,3,8,2580,0.0,2380,5823,7,10.0,12,6
345,165000.0,4,1.0,1000,7134,1.0,0.0,0.0,3,6,1000,0.0,1020,7138,7,4.0,12,1
346,239900.0,4,1.0,1000,7134,1.0,0.0,0.0,3,6,1000,0.0,1020,7138,12,4.0,12,1
348,206600.0,3,2.0,1390,13464,1.0,0.0,0.0,4,7,1390,0.0,1720,12080,10,8.0,12,3
349,387000.0,4,1.75,2500,7690,1.0,0.0,0.0,3,7,1250,1250.0,2040,8646,4,7.0,12,2
350,299000.0,1,0.75,560,12120,1.0,0.0,0.0,3,4,560,0.0,1300,19207,6,6.0,12,6
351,855000.0,4,2.75,2270,10460,2.0,0.0,0.0,3,9,2270,0.0,2610,10180,9,6.0,12,1
352,315000.0,3,1.0,1900,14400,1.0,0.0,0.0,4,7,1300,600.0,1940,14400,1,5.0,12,5
353,437500.0,2,1.0,990,3120,1.0,0.0,2.0,5,7,790,200.0,1930,3120,12,0.0,12,2
355,375000.0,4,1.75,2200,7475,1.0,0.0,0.0,5,7,1100,1100.0,1600,5766,6,5.0,12,4
356,300000.0,4,2.5,1910,4862,2.0,0.0,0.0,3,7,1910,0.0,2010,5091,8,10.0,12,3
357,420000.0,4,1.0,1750,9600,1.5,0.0,0.0,4,7,1750,0.0,1750,10530,10,5.0,12,1
359,679900.0,3,2.5,2440,5750,2.0,0.0,2.0,3,9,1980,460.0,1520,5750,8,9.0,12,4
361,380000.0,5,2.5,2760,11340,2.0,0.0,0.0,4,9,2760,0.0,2470,11340,8,7.0,12,1
362,329500.0,4,2.5,1820,7912,2.0,0.0,0.0,3,7,1820,0.0,1820,8168,12,9.0,12,3
363,604950.0,3,2.5,2110,5608,1.0,0.0,0.0,3,8,1340,770.0,2040,9363,8,11.0,12,0
364,795000.0,5,2.5,3040,9570,1.0,0.0,2.0,4,8,1640,1400.0,2920,8800,9,6.0,12,1
366,673000.0,4,2.5,2990,10400,2.0,0.0,0.0,3,9,2990,0.0,2140,17449,3,10.0,12,4
369,338000.0,4,3.0,2090,7500,1.0,0.0,0.0,3,7,1370,720.0,1810,7650,11,8.0,12,1
370,280000.0,3,2.25,1430,7222,2.0,0.0,0.0,3,7,1430,0.0,1430,7220,12,9.0,12,1
371,315000.0,4,2.25,2180,10754,1.0,0.0,0.0,5,7,1100,1080.0,1810,6929,10,5.0,12,2
372,530000.0,4,2.25,2180,10754,1.0,0.0,0.0,5,7,1100,1080.0,1810,6929,3,5.0,12,2
373,380000.0,5,3.0,3450,9914,2.0,0.0,0.0,3,9,3450,0.0,2860,9721,12,10.0,12,5
374,297000.0,3,2.25,1450,7562,2.0,0.0,0.0,3,7,1450,0.0,1650,7625,8,9.0,12,1
375,730000.0,4,2.5,3230,7331,2.0,0.0,0.0,3,10,3230,0.0,3480,7447,5,10.0,12,6
376,450000.0,3,1.75,1640,13500,1.0,0.0,0.0,3,7,1110,530.0,1770,12600,6,3.0,12,2
377,275000.0,3,3.0,1590,7750,1.0,0.0,0.0,3,7,1060,530.0,1680,7500,10,9.0,12,3
378,595000.0,4,2.0,2020,2849,2.0,0.0,0.0,3,7,2020,0.0,1910,3120,4,5.0,12,2
379,435000.0,3,1.5,1300,3348,1.5,0.0,0.0,3,7,1300,0.0,1590,2577,4,0.0,11,4
382,389000.0,4,2.25,2130,5337,2.0,0.0,0.0,3,7,2130,0.0,2300,6930,3,10.0,12,0
383,560000.0,4,2.25,2550,7800,1.0,0.0,0.0,3,8,1580,970.0,2420,8050,1,6.0,12,0
385,799000.0,4,2.25,2510,11585,2.0,0.0,0.0,4,8,2510,0.0,2450,9691,11,6.0,12,1
386,365500.0,3,2.0,1410,9600,1.0,0.0,0.0,4,7,1410,0.0,1410,9600,6,8.0,12,0
387,252350.0,3,2.0,1650,7352,1.0,0.0,0.0,3,7,1160,490.0,1710,7350,5,7.0,12,1
388,403950.0,4,2.5,2120,13780,2.0,0.0,0.0,3,8,2120,0.0,1880,12000,9,9.0,12,4
389,385000.0,4,1.5,2040,10726,1.0,0.0,0.0,3,7,1380,660.0,1610,10020,8,5.0,12,2
390,345000.0,4,1.0,1550,7620,1.5,0.0,0.0,3,7,1550,0.0,1450,7620,12,5.0,12,4
391,490000.0,3,2.75,1980,3128,2.0,0.0,0.0,4,9,1980,0.0,1950,2856,9,7.0,12,0
393,927000.0,4,2.75,3300,12090,2.0,0.0,0.0,3,8,3300,0.0,3180,12239,5,5.0,12,0
395,330000.0,2,1.0,1220,10000,1.0,0.0,0.0,5,7,1220,0.0,2000,9600,4,4.0,12,2
396,530000.0,5,2.25,2720,8800,1.0,0.0,0.0,4,7,1500,1220.0,2110,8800,3,5.0,12,0
398,378750.0,3,2.5,2160,3000,1.5,0.0,0.0,3,7,1260,900.0,1060,3500,6,0.0,11,4
399,269900.0,4,1.75,1530,8750,1.5,0.0,0.0,4,7,1530,0.0,1390,8750,6,6.0,12,1
400,557000.0,3,3.5,1710,2096,2.0,0.0,0.0,3,8,1290,420.0,1630,1543,3,10.0,12,4
402,352000.0,2,1.0,940,5000,1.0,0.0,0.0,4,7,940,0.0,1560,4500,4,3.0,12,2
404,322500.0,4,2.5,1820,6753,2.0,0.0,0.0,3,7,1820,0.0,1820,7107,6,9.0,12,3
405,650000.0,3,3.25,1510,2000,2.0,0.0,0.0,3,9,1330,180.0,1510,1352,9,10.0,12,4
406,450000.0,3,2.0,1290,1213,3.0,0.0,0.0,3,8,1290,0.0,1290,3235,8,10.0,12,2
407,278500.0,3,2.0,1570,5250,1.0,0.0,0.0,3,7,1570,0.0,1570,5250,4,9.0,12,5
408,364950.0,4,2.5,1930,6957,2.0,0.0,0.0,3,8,1930,0.0,2090,6996,4,9.0,12,1
410,268000.0,3,2.5,1550,8134,2.0,0.0,0.0,3,7,1550,0.0,1550,8134,3,9.0,12,1
413,577500.0,3,2.5,2000,7251,2.0,0.0,0.0,3,9,2000,0.0,2450,8118,7,9.0,12,0
414,339000.0,4,1.5,2390,7480,1.5,0.0,2.0,3,7,2390,0.0,2850,6867,2,1.0,12,1
417,423000.0,4,2.25,2200,9351,1.0,0.0,0.0,5,7,1290,910.0,1910,8660,1,6.0,12,2
418,355000.0,3,2.25,1860,5028,2.0,0.0,0.0,3,8,1860,0.0,2320,5465,12,11.0,12,0
420,482000.0,2,1.0,950,3960,1.0,0.0,0.0,3,7,950,0.0,1320,4050,12,4.0,12,2
421,625000.0,3,1.75,1600,9135,1.0,0.0,0.0,5,7,1600,0.0,1580,9800,7,5.0,12,1
422,538000.0,3,2.5,2250,11632,2.0,0.0,0.0,3,8,2250,0.0,2360,11632,12,8.0,12,1
423,380000.0,3,2.5,2280,10255,2.0,0.0,0.0,4,8,2280,0.0,2310,10094,1,8.0,12,1
424,375000.0,2,1.0,940,5120,1.0,0.0,0.0,3,7,940,0.0,1300,5120,7,0.0,12,4
425,245000.0,3,2.5,1530,8500,1.0,0.0,0.0,5,7,1030,500.0,1850,8140,4,9.0,12,3
428,397000.0,4,2.0,1440,7680,1.0,0.0,0.0,3,7,1200,240.0,1460,9660,5,7.0,12,0
429,365000.0,3,2.5,2200,4052,2.0,0.0,0.0,3,8,2200,0.0,2310,5082,5,10.0,12,1
430,328500.0,4,3.0,2290,8250,2.0,0.0,0.0,3,9,2290,0.0,2290,8250,10,8.0,12,3
432,1000000.0,4,2.5,2610,3277,1.5,0.0,0.0,5,8,1920,690.0,1810,3277,7,2.0,12,2
433,237000.0,3,2.5,1490,2138,2.0,0.0,0.0,3,7,1490,0.0,1490,2094,9,10.0,12,1
434,525000.0,4,2.5,2450,5280,2.0,0.0,0.0,3,8,2450,0.0,2300,4674,9,10.0,12,2
435,749000.0,4,2.5,1710,9627,1.0,0.0,0.0,3,9,1440,270.0,2140,9131,9,7.0,11,1
437,843000.0,3,2.5,3130,8750,2.0,0.0,0.0,3,10,3130,0.0,2860,9003,3,9.0,12,0
438,438000.0,2,2.0,1270,1372,3.0,0.0,0.0,3,8,1270,0.0,1610,3090,7,9.0,12,2
439,578000.0,3,1.75,2120,10875,1.0,0.0,2.0,3,8,1540,580.0,2460,11760,9,7.0,12,4
440,227950.0,3,1.5,1670,8230,1.0,0.0,0.0,5,7,1670,0.0,2077,4910,9,5.0,12,5
441,196000.0,3,2.25,2070,11576,2.0,0.0,0.0,3,7,2070,0.0,1890,7519,7,7.0,12,5
442,641000.0,2,1.0,1420,5332,1.0,0.0,0.0,3,8,1070,350.0,2400,5406,7,5.0,12,2
444,205000.0,3,1.0,940,7980,1.0,0.0,0.0,4,7,940,0.0,1150,8050,8,5.0,12,5
445,400000.0,3,1.75,1920,9102,1.0,0.0,0.0,3,7,1920,0.0,1920,9760,12,6.0,12,0
446,1030000.0,3,2.5,3545,9816,1.0,0.0,0.0,3,10,2610,935.0,3630,7704,11,10.0,12,1
447,505000.0,3,2.0,1260,5460,1.0,0.0,0.0,3,7,1260,0.0,1510,5460,3,7.0,12,0
448,475000.0,5,2.5,2340,7200,1.0,0.0,0.0,3,7,1300,1040.0,1930,7221,10,7.0,12,0
449,520000.0,3,2.25,2590,9263,1.0,0.0,0.0,5,8,1440,1150.0,2580,9450,11,7.0,12,2
451,333500.0,3,1.75,1220,9732,1.0,0.0,0.0,3,7,1220,0.0,1630,10007,12,6.0,12,0
452,232000.0,3,1.0,1400,10403,1.0,0.0,0.0,4,6,1400,0.0,1230,10209,2,7.0,12,3
454,811000.0,3,1.75,1870,9897,1.0,0.0,0.0,4,8,1870,0.0,1900,10005,10,5.0,12,1
455,551000.0,3,2.5,2830,5802,2.0,0.0,0.0,3,9,2830,0.0,2500,5788,5,10.0,12,2
456,496500.0,3,2.5,2260,3640,2.0,0.0,0.0,3,8,2260,0.0,2350,3710,1,9.0,12,0
458,578000.0,4,2.5,3140,9225,1.0,0.0,2.0,5,9,1770,1370.0,2460,9600,6,6.0,12,1
459,255000.0,3,1.75,1240,8659,1.0,0.0,0.0,5,7,1240,0.0,1490,8223,1,8.0,12,3
460,1050000.0,4,3.5,3450,7832,2.0,0.0,0.0,3,10,3450,0.0,3220,8567,6,10.0,12,1
461,348000.0,3,2.25,2570,8491,2.0,0.0,0.0,4,8,2570,0.0,2400,8049,3,8.0,12,3
462,230000.0,3,2.0,1510,3413,2.0,0.0,0.0,3,7,1510,0.0,1570,3777,11,8.0,12,3
463,359500.0,4,2.25,2390,11250,2.0,0.0,0.0,3,9,2390,0.0,2480,11250,12,8.0,12,5
464,330000.0,3,1.0,980,7000,1.0,0.0,0.0,3,6,980,0.0,1220,7000,11,5.0,12,2
465,80000.0,1,0.75,430,5050,1.0,0.0,0.0,2,4,430,0.0,1200,7500,5,1.0,12,6
466,465000.0,3,1.75,1480,6360,1.0,0.0,0.0,3,7,1480,0.0,1480,6360,12,5.0,12,2
467,325000.0,4,2.5,1850,7324,2.0,0.0,0.0,3,8,1850,0.0,2100,7329,10,9.0,12,3
469,342500.0,3,2.5,1810,5192,2.0,0.0,0.0,3,8,1810,0.0,1810,6200,1,9.0,12,3
471,868700.0,3,4.25,3840,6161,2.0,0.0,0.0,3,10,3840,0.0,3230,7709,2,9.0,12,0
474,859900.0,4,2.75,3390,6298,2.0,0.0,0.0,3,9,3390,0.0,3390,7111,8,11.0,12,0
475,520000.0,4,2.25,1890,3006,2.0,0.0,0.0,3,7,1890,0.0,1580,3000,8,10.0,12,6
476,460000.0,3,2.5,1610,2527,2.0,0.0,2.0,3,9,1080,530.0,1610,4173,7,10.0,12,4
477,438924.0,3,1.5,1050,4590,1.0,0.0,0.0,3,7,850,200.0,1770,5400,9,4.0,12,2
478,315000.0,2,1.0,630,6550,1.0,0.0,0.0,3,5,630,0.0,1420,6550,4,1.0,12,4
479,590000.0,4,2.75,2910,10650,1.0,0.0,2.0,3,8,1780,1130.0,2920,10988,7,7.0,12,0
480,378500.0,4,1.75,1700,8640,1.0,0.0,0.0,3,7,850,850.0,1620,9000,11,5.0,12,1
481,328500.0,3,2.5,1950,8130,2.0,0.0,0.0,4,9,1950,0.0,2350,7691,6,8.0,12,3
482,849950.0,3,3.0,2990,9773,2.0,0.0,0.0,4,8,2990,0.0,2230,11553,3,7.0,12,0
483,525000.0,3,1.5,1350,6000,1.0,0.0,2.0,3,7,900,450.0,1730,6012,10,4.0,12,4
485,295000.0,4,2.5,2160,7725,1.0,0.0,0.0,4,8,1460,700.0,2060,8250,4,7.0,12,5
487,207950.0,2,2.0,890,5000,1.0,0.0,0.0,3,6,890,0.0,1860,5000,7,1.0,12,4
488,699900.0,4,2.75,2810,7302,2.0,0.0,0.0,3,9,2810,0.0,2820,7302,12,10.0,12,6
489,1280000.0,5,2.5,3400,9500,2.0,0.0,1.0,4,8,3400,0.0,3080,11081,2,7.0,12,1
490,452000.0,4,1.5,1580,7350,1.0,0.0,0.0,4,7,960,620.0,1560,7350,11,6.0,12,0
491,370000.0,3,2.0,1680,5036,1.0,0.0,1.0,4,7,1680,0.0,1680,4921,2,8.0,12,1
492,232000.0,3,1.75,1300,11230,1.0,0.0,0.0,5,7,1300,0.0,1300,10794,1,6.0,12,3
493,669950.0,5,2.5,2820,14062,2.0,0.0,0.0,4,7,2380,440.0,1910,10392,10,5.0,12,0
494,397500.0,3,2.0,1510,6710,1.0,0.0,0.0,3,7,1070,440.0,1660,6600,6,7.0,12,0
495,490000.0,2,2.5,1230,1391,2.0,0.0,0.0,3,8,870,360.0,1240,1350,5,10.0,12,2
496,725000.0,4,2.0,2110,4140,2.0,0.0,0.0,3,9,1710,400.0,1440,4420,1,2.0,10,4
498,625000.0,2,1.5,1490,5750,1.5,0.0,0.0,4,7,1190,300.0,1590,4025,8,nan,12,4
499,437500.0,3,2.5,2120,4500,2.0,0.0,0.0,3,7,2120,0.0,2530,4816,11,9.0,12,6
500,650000.0,4,2.5,3180,5438,2.0,0.0,0.0,3,9,3180,0.0,3030,5335,5,10.0,12,6
501,475000.0,2,1.0,1490,3825,1.0,0.0,0.0,3,7,860,630.0,1460,3825,5,2.0,12,2
502,342000.0,3,2.0,1930,11947,1.0,0.0,0.0,4,8,1930,0.0,2200,12825,5,6.0,12,3
503,1200000.0,4,2.5,2770,7800,2.0,0.0,0.0,3,10,2770,0.0,2720,10000,10,9.0,12,0
504,280000.0,3,1.5,1670,11610,1.0,0.0,0.0,4,7,1670,0.0,1930,10200,2,6.0,12,1
505,240000.0,2,1.75,1330,7200,1.0,0.0,0.0,3,7,1330,0.0,1450,11682,5,9.0,12,4
506,529000.0,3,1.0,1210,3328,1.5,0.0,0.0,4,7,1210,0.0,1640,3333,5,2.0,12,2
507,442000.0,3,1.0,1190,5100,1.0,0.0,0.0,4,7,1030,160.0,1690,5100,2,4.0,12,4
508,615000.0,2,1.0,1540,6872,1.0,0.0,0.0,4,7,820,0.0,1420,5538,5,4.0,12,2
510,585000.0,4,1.75,2430,7559,1.0,0.0,0.0,4,8,1580,850.0,1980,8750,5,8.0,12,0
511,480000.0,4,2.5,2600,7787,2.0,0.0,0.0,3,8,2600,0.0,2830,7787,3,10.0,12,1
513,290000.0,4,1.0,1330,8184,1.5,0.0,0.0,3,7,1330,0.0,1220,660,11,4.0,12,2
514,615000.0,3,1.75,1900,5000,1.0,0.0,0.0,5,7,950,950.0,1770,5000,8,5.0,12,4
515,300000.0,2,1.0,1100,7680,1.0,0.0,0.0,4,7,1100,0.0,1460,7680,3,4.0,12,2
517,750000.0,3,2.5,2400,7745,2.0,0.0,0.0,3,9,2400,0.0,2080,8615,5,10.0,12,0
520,288000.0,3,1.0,1190,7560,1.0,0.0,0.0,5,6,1190,0.0,1190,7560,3,5.0,12,1
521,190000.0,2,1.0,630,6000,1.0,0.0,0.0,3,6,630,0.0,1470,6840,9,4.0,10,1
522,515000.0,5,3.0,2530,5105,1.0,0.0,0.0,3,8,1520,1010.0,2290,4011,3,10.0,12,2
523,235000.0,4,1.5,1690,11054,1.0,0.0,0.0,4,5,1690,0.0,1690,9040,11,2.0,12,1
524,275000.0,2,1.0,940,5000,1.0,0.0,0.0,3,6,940,0.0,940,5000,8,5.0,12,4
525,727500.0,2,2.0,1240,9119,1.0,0.0,0.0,4,7,1240,0.0,1380,9121,11,5.0,12,0
526,650000.0,4,2.5,3040,6587,2.0,0.0,0.0,3,7,3040,0.0,2740,6587,6,10.0,12,0
528,365000.0,4,1.0,1590,7085,1.5,0.0,0.0,3,6,1590,0.0,1320,7085,11,4.0,12,2
530,270500.0,3,2.5,1780,7848,1.0,0.0,0.0,3,7,1320,460.0,1680,7848,4,7.0,12,3
531,200000.0,2,1.5,1360,1898,2.0,0.0,0.0,3,7,1360,0.0,1360,1898,5,7.0,12,5
533,160000.0,3,1.5,1010,9600,1.0,0.0,0.0,4,7,1010,0.0,1400,9660,6,6.0,12,5
534,204000.0,3,1.0,1040,7405,1.0,0.0,0.0,4,6,1040,0.0,1580,7405,2,7.0,12,3
535,358000.0,3,2.25,1610,6655,2.0,0.0,0.0,4,7,1610,0.0,1780,7529,2,8.0,12,1
536,452000.0,4,1.75,1570,8268,1.0,0.0,0.0,3,7,1570,0.0,1870,8190,5,7.0,12,0
537,595000.0,2,2.0,1510,4000,1.0,0.0,0.0,4,7,1010,500.0,1920,4000,12,nan,12,2
538,249000.0,3,2.0,1360,6082,1.0,0.0,0.0,3,7,1360,0.0,1360,6987,4,9.0,12,3
539,346900.0,4,2.5,1970,5106,2.0,0.0,0.0,3,8,1970,0.0,2230,5109,3,9.0,12,1
541,280000.0,4,2.5,1560,4350,2.0,0.0,0.0,3,7,1560,0.0,1560,4350,10,10.0,12,1
542,318888.0,4,1.75,2320,12000,1.0,0.0,0.0,4,8,2270,50.0,2120,9880,10,7.0,12,5
546,782000.0,4,2.5,2380,9614,2.0,0.0,0.0,4,10,2380,0.0,2560,9770,5,9.0,12,1
547,259950.0,2,2.0,1070,649,2.0,0.0,0.0,3,9,720,350.0,1070,928,3,10.0,12,4
549,215000.0,2,1.0,1320,8865,1.0,0.0,0.0,4,6,1320,0.0,1190,6490,5,4.0,12,4
550,705000.0,3,1.75,2180,10221,1.0,0.0,2.0,4,7,1140,1040.0,2180,8535,7,4.0,12,4
552,451000.0,3,1.75,1790,9813,2.0,0.0,0.0,3,7,1790,0.0,1520,10125,5,4.0,12,2
553,261000.0,2,1.0,750,8125,1.0,0.0,0.0,4,6,750,0.0,1340,8750,9,4.0,12,1
554,396000.0,3,1.5,1300,8280,1.0,0.0,0.0,5,7,1300,0.0,1570,8692,11,5.0,12,2
557,238000.0,4,1.0,1400,7242,1.5,0.0,0.0,3,7,1400,0.0,1310,7314,7,5.0,12,5
559,331500.0,4,2.5,2050,10271,2.0,0.0,0.0,3,7,2050,0.0,2050,8103,10,9.0,12,3
562,880000.0,3,2.5,2870,5163,2.0,0.0,0.0,3,9,2870,0.0,1630,7995,12,11.0,12,2
564,638700.0,3,1.75,2080,9162,1.0,0.0,0.0,3,7,1370,710.0,1870,8944,12,5.0,12,1
565,435000.0,3,2.5,1840,5680,2.0,0.0,0.0,3,7,1840,0.0,1600,4697,7,10.0,12,0
566,260000.0,3,1.0,1180,5350,1.5,0.0,0.0,4,6,1180,0.0,1490,5350,12,5.0,12,4
567,671500.0,5,2.75,2160,4000,1.5,0.0,0.0,5,7,1530,630.0,2040,4000,8,2.0,12,2
568,610000.0,3,1.0,1180,3400,1.5,0.0,0.0,3,8,1180,0.0,1440,3400,10,0.0,12,2
570,338900.0,4,2.5,1830,5612,2.0,0.0,0.0,3,7,1830,0.0,1830,5998,7,10.0,12,3
571,720000.0,4,4.0,3200,7708,2.0,0.0,0.0,3,10,3200,0.0,3480,7944,1,10.0,12,6
572,442000.0,5,3.0,2560,5445,1.5,0.0,0.0,4,7,1760,800.0,1080,5445,4,2.0,12,4
573,650000.0,5,2.75,2550,5040,1.5,0.0,0.0,5,8,2550,0.0,1590,3840,6,0.0,12,2
574,263500.0,3,1.75,1330,9917,1.0,0.0,0.0,3,7,1040,290.0,1330,9081,1,8.0,12,1
576,266000.0,3,2.5,1805,3402,2.0,0.0,0.0,3,7,1805,0.0,2095,3402,12,10.0,12,5
578,530000.0,4,2.5,2320,5493,2.0,0.0,0.0,3,8,2320,0.0,2450,5471,1,10.0,12,2
579,180000.0,3,1.0,1384,8960,1.0,0.0,0.0,4,6,1384,0.0,1000,8470,12,6.0,12,5
580,619000.0,3,2.5,2720,6439,2.0,0.0,0.0,3,9,2720,0.0,3180,7320,5,10.0,12,6
581,264000.0,3,1.5,1820,10608,1.0,0.0,0.0,4,7,1820,0.0,1380,8976,8,6.0,12,5
582,730000.0,2,2.25,2130,4920,1.5,0.0,4.0,4,7,1530,600.0,2130,4920,7,4.0,12,4
583,439000.0,4,2.25,2060,10070,2.0,0.0,0.0,3,7,2060,0.0,2060,8155,10,7.0,12,0
584,268500.0,4,1.75,1420,7500,1.0,0.0,0.0,4,7,1080,340.0,1500,7260,11,8.0,12,1
586,640000.0,3,2.5,2160,4000,1.5,0.0,0.0,3,8,1960,200.0,2160,5120,8,0.0,11,4
587,900000.0,3,2.5,3180,12600,2.0,0.0,0.0,4,11,3180,0.0,3030,12835,7,7.0,12,0
588,370000.0,3,2.25,2110,13300,2.0,0.0,0.0,4,8,2110,0.0,2470,14000,9,8.0,12,3
589,685000.0,3,2.0,2060,2900,1.5,0.0,0.0,5,8,1330,730.0,1910,3900,3,3.0,12,4
592,290000.0,3,2.5,1610,2937,2.0,0.0,0.0,3,8,1610,0.0,1610,3049,3,10.0,12,1
593,296000.0,4,2.5,1780,3600,2.0,0.0,0.0,3,7,1780,0.0,2020,3802,9,10.0,12,3
594,360000.0,4,2.5,1840,9611,2.0,0.0,0.0,3,7,1840,0.0,1830,8505,2,9.0,12,1
595,240500.0,3,1.75,1460,10584,1.0,0.0,0.0,3,7,990,470.0,1220,12012,6,9.0,12,4
596,372500.0,2,2.5,1400,2958,2.0,0.0,0.0,3,8,1400,0.0,1540,2385,7,10.0,12,4
597,595000.0,3,2.5,3370,14402,2.0,0.0,2.0,3,9,3370,0.0,3330,9691,10,10.0,12,6
598,515000.0,4,3.0,3590,8249,2.0,0.0,0.0,3,9,3590,0.0,2860,7995,10,9.0,12,5
600,507000.0,2,1.75,1670,6460,1.0,0.0,0.0,3,8,1670,0.0,2170,6254,10,10.0,12,0
602,185000.0,3,1.75,1430,10816,2.0,0.0,0.0,3,7,1430,0.0,1560,10816,8,9.0,12,3
603,460000.0,3,1.75,1440,7070,1.0,0.0,0.0,3,7,1440,0.0,1440,7210,8,7.0,12,0
604,435500.0,3,2.25,1450,4789,2.0,0.0,0.0,3,7,1450,0.0,1560,4490,2,8.0,12,6
605,469000.0,4,2.75,3550,13938,1.0,0.0,0.0,5,8,2100,1450.0,2050,9000,4,6.0,12,5
606,531000.0,2,3.0,1270,1175,2.0,0.0,0.0,3,8,1110,160.0,1290,1800,5,9.0,12,2
607,443500.0,2,1.0,940,6804,1.0,0.0,0.0,3,7,940,0.0,1150,6930,2,4.0,12,2
608,223000.0,3,2.0,1670,6824,1.0,0.0,0.0,3,7,1300,370.0,1660,7586,11,8.0,12,3
610,340000.0,2,2.5,1100,1760,3.0,0.0,0.0,3,7,1100,0.0,1200,1415,12,9.0,12,2
